Species,Aquatic,Herbivorous,Nocturnal,Scansorial,Fossorial,Large,Terrestrial,Archetype
Phymaturus mallimaccii,0,0.798,0,0,0,0.202,0,Herbivorous
Phymaturus manuelae,0,0.798,0,0,0,0.202,0,Herbivorous
Phymaturus maulense,0,0.776,0,0,0,0.224,0,Herbivorous
Phymaturus nevadoi,0,0.818,0,0,0,0.182,0,Herbivorous
Phymaturus palluma,0,0.77,0,0,0,0.23,0,Herbivorous
Phymaturus patagonicus,0,0.774,0,0,0,0.226,0,Herbivorous
Phymaturus payuniae,0,0.831,0,0,0,0.169,0,Herbivorous
Phymaturus punae,0,0.76,0,0,0,0.24,0,Herbivorous
Phymaturus querque,0,0.788,0,0,0,0.212,0,Herbivorous
Phymaturus rahuensis,0,0.814,0,0,0,0.186,0,Herbivorous
Phymaturus roigorum,0,0.778,0,0,0,0.222,0,Herbivorous
Phymaturus sinervoi,0,0.788,0,0,0,0.212,0,Herbivorous
Phymaturus sitesi,0,0.822,0,0,0,0.177,0,Herbivorous
Phymaturus somuncurensis,0,0.798,0,0,0,0.202,0,Herbivorous
Phymaturus spectabilis,0,0.794,0,0,0,0.206,0,Herbivorous
Phymaturus spurcus,0,0.82,0,0,0,0.179,0,Herbivorous
Phymaturus tenebrosus,0,0.77,0,0,0,0.23,0,Herbivorous
Phymaturus tromen,0,0.784,0,0,0,0.216,0,Herbivorous
Phymaturus verdugo,0,0.746,0,0,0,0.254,0,Herbivorous
Phymaturus videlai,0,0.814,0,0,0,0.186,0,Herbivorous
Phymaturus vociferator,0,0.79,0,0,0,0.21,0,Herbivorous
Phymaturus williamsi,0,0.786,0,0,0,0.214,0,Herbivorous
Phymaturus yachanana,0,0.816,0,0,0,0.184,0,Herbivorous
Phymaturus zapalensis,0,0.782,0,0,0,0.218,0,Herbivorous
Physignathus cocincinus,0.929,0,0,0,0,0.072,0,Aquatic
Pinoyscincus coxi,0,0,0,0,0,0.281,0.719,Terrestrial
Pinoyscincus jagori,0,0,0,0,0,0.335,0.665,Terrestrial
Placosoma limaverdorum,0,0,0,0.99,0.001,0,0.009,Scansorial
Platysaurus broadleyi,0,0.881,0,0,0,0.119,0,Herbivorous
Platysaurus capensis,0,0.875,0,0,0,0.125,0,Herbivorous
Platysaurus guttatus,0,0.796,0,0,0,0.204,0,Herbivorous
Platysaurus imperator,0,0.716,0,0,0,0.284,0,Herbivorous
Platysaurus intermedius,0.004,0,0.019,0.704,0,0.273,0,Scansorial
Platysaurus minor,0.001,0,0.006,0.909,0,0.083,0,Scansorial
Platysaurus mitchelli,0,0.983,0,0,0,0,0.017,Herbivorous
Platysaurus ocellatus,0,0.855,0,0,0,0.145,0,Herbivorous
Platysaurus orientalis,0.002,0,0.011,0.831,0,0.156,0,Scansorial
Platysaurus pungweensis,0.002,0,0.011,0.831,0,0.156,0,Scansorial
Platysaurus relictus,0,0.933,0,0,0,0.066,0,Herbivorous
Platysaurus torquatus,0.001,0,0.007,0.896,0,0.096,0,Scansorial
Plestiodon anthracinus,0,0,0,0,0,0.211,0.789,Terrestrial
Plestiodon barbouri,0,0,0,0,0,0.211,0.789,Terrestrial
Plestiodon brevirostris,0,0,0,0,0,0.215,0.785,Terrestrial
Plestiodon callicephalus,0.001,0,0.006,0.907,0,0.086,0,Scansorial
Plestiodon chinensis,0,0,0,0,0,0.387,0.613,Terrestrial
Plestiodon copei,0,0,0,0,0,0.234,0.766,Terrestrial
Plestiodon egregius,0,0,0,0.129,0.871,0,0,Fossorial
Plestiodon elegans,0,0,0,0,0,0.321,0.679,Terrestrial
Plestiodon fasciatus,0.002,0,0.009,0.868,0,0.122,0,Scansorial
Plestiodon gilberti,0,0,0,0,0,0.35,0.65,Terrestrial
Plestiodon inexpectatus,0.002,0,0.009,0.856,0,0.132,0,Scansorial
Plestiodon kishinouyei,0,0,0,0,0,0.455,0.545,Terrestrial
Plestiodon lagunensis,0,0,0,0,0,0.171,0.829,Terrestrial
Plestiodon laticeps,0.004,0,0.019,0.704,0,0.273,0,Scansorial
Plestiodon latiscutatus,0,0,0,0,0,0.298,0.702,Terrestrial
Plestiodon lynxe,0,0,0,0,0,0.231,0.769,Terrestrial
Plestiodon multivirgatus,0,0,0,0,0.867,0.133,0,Fossorial
Plestiodon obsoletus,0,0,0,0,0.74,0.26,0,Fossorial
Plestiodon quadrilineatus,0,0,0,0,0,0.248,0.752,Terrestrial
Plestiodon reynoldsi,0,0,0,0.046,0.868,0.086,0,Fossorial
Plestiodon septentrionalis,0,0,0,0,0.833,0.167,0,Fossorial
Plestiodon skiltonianus,0,0,0,0,0.843,0.157,0,Fossorial
Plestiodon sumichrasti,0,0,0,0,0,0.308,0.692,Terrestrial
Plestiodon tamdaoensis,0,0,0,0,0,0.377,0.623,Terrestrial
Plestiodon tetragrammus,0,0,0,0,0,0.234,0.766,Terrestrial
Pletholax gracilis,0,0.374,0,0,0.626,0,0,Fossorial
Plica caribeana,0.004,0,0.019,0.715,0,0.262,0,Scansorial
Plica lumaria,0.003,0,0.015,0.768,0,0.213,0,Scansorial
Plica plica,0.005,0,0.025,0.611,0,0.358,0,Scansorial
Plica umbra,0.003,0,0.015,0.768,0,0.213,0,Scansorial
Podarcis bocagei,0,0,0,0,0,0.225,0.775,Terrestrial
Podarcis carbonelli,0.001,0,0.004,0.939,0,0.056,0,Scansorial
Podarcis cretensis,0,0,0,0,0,0.231,0.769,Terrestrial
Podarcis erhardii,0.002,0,0.009,0.863,0,0.126,0,Scansorial
Podarcis filfolensis,0,0.887,0,0,0,0.113,0,Herbivorous
Podarcis gaigeae,0,0,0,0,0,0.314,0.686,Terrestrial
Podarcis guadarramae,0.001,0,0.004,0.944,0,0.052,0,Scansorial
Podarcis hispanicus,0,0.927,0,0,0,0.073,0,Herbivorous
Podarcis levendis,0,0.909,0,0,0,0.091,0,Herbivorous
Podarcis lilfordi,0,0.551,0,0,0,0.172,0.277,Herbivorous
Podarcis liolepis,0,0.907,0,0,0,0.093,0,Herbivorous
Podarcis melisellensis,0,0,0,0,0,0.238,0.762,Terrestrial
Podarcis milensis,0.001,0,0.007,0.898,0,0.094,0,Scansorial
Podarcis muralis,0,0.913,0,0,0,0.087,0,Herbivorous
Podarcis peloponnesiacus,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Podarcis pityusensis,0,0.901,0,0,0,0.099,0,Herbivorous
Podarcis raffonei,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Podarcis siculus,0,0.877,0,0,0,0.123,0,Herbivorous
Podarcis tauricus,0,0,0,0,0,0.29,0.71,Terrestrial
Podarcis tiliguerta,0.002,0,0.01,0.854,0,0.134,0,Scansorial
Podarcis vaucheri,0,0,0.002,0.965,0,0.032,0,Scansorial
Podarcis waglerianus,0,0,0,0,0,0.246,0.754,Terrestrial
Pogona barbata,0,0.566,0,0,0,0.434,0,Herbivorous
Pogona henrylawsoni,0,0,0,0,0,0.455,0.545,Terrestrial
Pogona minima,0,0.687,0,0,0,0.313,0,Herbivorous
Pogona minor,0,0.671,0,0,0,0.329,0,Herbivorous
Pogona mitchelli,0,0.683,0,0,0,0.317,0,Herbivorous
Pogona vitticeps,0,0.566,0,0,0,0.434,0,Herbivorous
Polychrus acutirostris,0,0.716,0,0,0,0.284,0,Herbivorous
Polychrus gutturosus,0,0.679,0,0,0,0.321,0,Herbivorous
Polychrus liogaster,0.005,0,0.023,0.655,0,0.317,0,Scansorial
Polychrus marmoratus,0,0.718,0,0,0,0.282,0,Herbivorous
Poromera fordii,0,0,0,0,0,0.207,0.793,Terrestrial
Potamites apodemus,0.892,0,0.085,0,0.023,0,0,Aquatic
Potamites ecpleopus,0.946,0,0,0,0,0,0.054,Aquatic
Potamites erythrocularis,0.904,0,0.096,0,0,0,0,Aquatic
Potamites juruazensis,0.908,0,0,0,0,0,0.092,Aquatic
Pristidactylus achalensis,0,0.77,0,0,0,0.23,0,Herbivorous
Pristidactylus araucanus,0.003,0,0.015,0.773,0,0.209,0,Scansorial
Pristidactylus casuhatiensis,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Pristidactylus fasciatus,0,0,0,0,0,0.337,0.663,Terrestrial
Pristidactylus nigroiugulus,0.003,0,0.016,0.752,0,0.228,0,Scansorial
Pristidactylus scapulatus,0.003,0,0.016,0.752,0,0.228,0,Scansorial
Pristidactylus torquatus,0.003,0,0.016,0.752,0,0.228,0,Scansorial
Pristidactylus valeriae,0.002,0,0.009,0.856,0,0.132,0,Scansorial
Pristidactylus volcanensis,0.003,0,0.013,0.794,0,0.19,0,Scansorial
Pristurus abdelkuri,0,0,0,0.884,0.007,0,0.11,Scansorial
Pristurus adrarensis,0,0,0,0.832,0.01,0,0.159,Scansorial
Pristurus carteri,0,0,0.44,0,0,0.123,0.438,Nocturnal
Pristurus celerrimus,0,0,0,0.91,0.005,0,0.085,Scansorial
Pristurus collaris,0,0,0.444,0,0,0.056,0.5,Terrestrial
Pristurus crucifer,0,0,0,0,0,0.09,0.91,Terrestrial
Pristurus flavipunctatus,0,0,0,0.91,0.005,0,0.085,Scansorial
Pristurus gallagheri,0,0,0,0.91,0.005,0,0.085,Scansorial
Pristurus guichardi,0,0,0,0.886,0.006,0,0.107,Scansorial
Pristurus insignis,0.001,0,0.003,0.96,0,0.037,0,Scansorial
Pristurus insignoides,0,0,0,0.997,0,0.003,0,Scansorial
Pristurus mazbah,0,0,0,0,0,0.084,0.916,Terrestrial
Pristurus minimus,0,0,0.691,0,0.059,0,0.25,Nocturnal
Pristurus obsti,0,0,0,0.889,0.006,0,0.105,Scansorial
Pristurus ornithocephalus,0,0,0,0,0,0.19,0.81,Terrestrial
Pristurus phillipsii,0,0,0,0.814,0.011,0,0.176,Scansorial
Pristurus popovi,0,0,0,0.889,0.006,0,0.105,Scansorial
Pristurus rupestris,0,0,0,0.834,0.009,0,0.156,Scansorial
Pristurus saada,0,0,0,0,0,0.095,0.905,Terrestrial
Pristurus samhaensis,0,0,0,0.897,0.006,0,0.097,Scansorial
Pristurus schneideri,0,0,0,0.783,0.012,0,0.205,Scansorial
Pristurus simonettai,0,0,0,0.003,0,0,0.997,Terrestrial
Pristurus sokotranus,0,0,0,0.91,0.005,0,0.085,Scansorial
Pristurus somalicus,0,0,0,0,0,0.084,0.916,Terrestrial
Proablepharus tenuis,0,0,0,0.015,0,0,0.985,Terrestrial
Procellosaurinus erythrocercus,0,0,0,0.036,0.882,0,0.082,Fossorial
Procellosaurinus tetradactylus,0,0,0,0.002,0.883,0,0.114,Fossorial
Proctoporus bolivianus,0,0,0,0.034,0.868,0.099,0,Fossorial
Proctoporus carabaya,0,0,0,0.023,0.868,0.109,0,Fossorial
Proctoporus chasqui,0,0,0,0,0,0.242,0.758,Terrestrial
Proctoporus iridescens,0,0,0,0.036,0.868,0.096,0,Fossorial
Proctoporus kiziriani,0,0,0,0.057,0.868,0.075,0,Fossorial
Proctoporus lacertus,0,0,0,0.046,0.868,0.086,0,Fossorial
Proctoporus laudahnae,0,0,0,0,0,0.207,0.793,Terrestrial
Proctoporus machupicchu,0,0,0,0.131,0.869,0,0,Fossorial
Proctoporus oreades,0,0,0,0,0,0.19,0.81,Terrestrial
Proctoporus sucullucu,0,0,0,0,0,0.165,0.835,Terrestrial
Proctoporus unsaacae,0,0,0,0,0,0.142,0.858,Terrestrial
Proscelotes arnoldi,0,0,0,0.057,0.868,0.075,0,Fossorial
Psammodromus algirus,0,0.863,0,0,0,0.137,0,Herbivorous
Psammodromus blanci,0,0,0,0.959,0.002,0,0.039,Scansorial
Psammodromus edwarsianus,0,0,0,0,0,0.142,0.858,Terrestrial
Psammodromus hispanicus,0,0,0,0,0,0.171,0.829,Terrestrial
Psammodromus occidentalis,0,0,0,0,0,0.111,0.889,Terrestrial
Psammophilus blanfordanus,0.003,0,0.016,0.762,0,0.22,0,Scansorial
Psammophilus dorsalis,0.005,0,0.022,0.669,0,0.305,0,Scansorial
Pseudemoia entrecasteauxii,0,0,0,0,0,0.192,0.808,Terrestrial
Pseudemoia pagenstecheri,0,0,0,0,0,0.207,0.793,Terrestrial
Pseudemoia spenceri,0.001,0,0.003,0.958,0,0.039,0,Scansorial
Pseudocalotes andamanensis,0.003,0,0.012,0.817,0,0.168,0,Scansorial
Pseudocalotes microlepis,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Pseudocalotes tympanistriga,0.002,0,0.01,0.84,0,0.147,0,Scansorial
Pseudoceramodactylus khobarensis,0,0,0.442,0,0,0.08,0.478,Terrestrial
Pseudocophotis kontumensis,0.003,0,0.012,0.815,0,0.171,0,Scansorial
Pseudocordylus langi,0,0.816,0,0,0,0.184,0,Herbivorous
Pseudocordylus melanotus,0,0.705,0,0,0,0.295,0,Herbivorous
Pseudocordylus microlepidotus,0,0.677,0,0,0,0.323,0,Herbivorous
Pseudocordylus spinosus,0.002,0,0.011,0.838,0,0.149,0,Scansorial
Pseudogekko brevipes,0,0,0.869,0,0.025,0,0.106,Nocturnal
Pseudogonatodes furvus,0,0,0,0,0,0.119,0.881,Terrestrial
Pseudogonatodes gasconi,0,0,0,0.738,0.015,0,0.247,Scansorial
Pseudogonatodes guianensis,0,0,0,0.014,0,0.016,0.97,Terrestrial
Pseudogonatodes lunulatus,0,0,0.315,0,0,0,0.685,Terrestrial
Pseudogonatodes manessi,0,0,0,0,0,0.076,0.924,Terrestrial
Pseudopus apodus,0,0,0,0,0,0.586,0.414,Large
Pseudothecadactylus australis,0,0.554,0.338,0,0,0.108,0,Herbivorous
Pseudothecadactylus cavaticus,0,0,0.91,0,0,0.09,0,Nocturnal
Pseudothecadactylus lindneri,0,0.575,0.35,0,0,0.075,0,Herbivorous
Pseudotrapelus aqabensis,0,0.845,0,0,0,0.155,0,Herbivorous
Pseudotrapelus sinaitus,0.004,0,0.017,0.745,0,0.234,0,Scansorial
Psilophthalmus paeminosus,0,0,0,0.085,0.879,0,0.036,Fossorial
Psychosaura macrorhyncha,0,0.899,0,0,0,0.101,0,Herbivorous
Ptenopus garrulus,0,0,0.444,0,0,0.058,0.498,Terrestrial
Ptychoglossus bicolor,0,0,0,0,0,0.198,0.802,Terrestrial
Ptychoglossus brevifrontalis,0,0,0,0,0,0.219,0.781,Terrestrial
Ptychoglossus festae,0,0,0,0,0,0.171,0.829,Terrestrial
Ptychoglossus gorgonae,0,0,0,0,0,0.258,0.742,Terrestrial
Ptychoglossus myersi,0,0,0,0,0,0.146,0.854,Terrestrial
Ptychoglossus nicefori,0,0,0,0,0,0.151,0.849,Terrestrial
Ptychoglossus plicatus,0,0,0,0,0,0.211,0.789,Terrestrial
Ptychoglossus romaleos,0,0,0,0,0,0.155,0.845,Terrestrial
Ptychoglossus stenolepis,0,0,0,0,0,0.184,0.816,Terrestrial
Ptychoglossus vallensis,0,0,0,0,0,0.155,0.845,Terrestrial
Ptychozoon horsfieldii,0,0,0.966,0,0,0.034,0,Nocturnal
Ptychozoon kaengkrachanense,0,0,0.993,0,0,0.007,0,Nocturnal
Ptychozoon kuhli,0,0,0.937,0,0,0.063,0,Nocturnal
Ptychozoon lionotum,0,0,0.947,0,0,0.052,0,Nocturnal
Ptychozoon rhacophorus,0,0,0.969,0,0.006,0,0.025,Nocturnal
Ptyctolaemus gularis,0,0,0.943,0,0,0.057,0,Nocturnal
Ptyodactylus guttatus,0,0,0.945,0,0,0.055,0,Nocturnal
Ptyodactylus hasselquistii,0,0,0.916,0,0,0.083,0,Nocturnal
Ptyodactylus homolepis,0,0,0.904,0,0,0.096,0,Nocturnal
Ptyodactylus oudrii,0,0,0.934,0,0.013,0,0.053,Nocturnal
Ptyodactylus puiseuxi,0.002,0,0.011,0.833,0,0.154,0,Scansorial
Ptyodactylus ragazzii,0,0,0.929,0,0,0.071,0,Nocturnal
Pygopus lepidopodus,0,0,0,0,0.873,0.127,0,Fossorial
Pygopus nigriceps,0,0,0.438,0,0,0.148,0.414,Nocturnal
Pygopus schraderi,0,0,0.439,0,0,0.133,0.428,Nocturnal
Pygopus steelescotti,0,0,0.439,0,0,0.125,0.436,Nocturnal
Quedenfeldtia moerens,0,0,0,0.91,0.005,0,0.085,Scansorial
Quedenfeldtia trachyblepharus,0,0,0,0.959,0.002,0,0.039,Scansorial
Rankinia diemensis,0.002,0,0.011,0.829,0,0.158,0,Scansorial
Rhacodactylus auriculatus,0,0.546,0.333,0,0,0.121,0,Herbivorous
Rhacodactylus leachianus,0,0.399,0.246,0,0,0.354,0,Herbivorous
Rhacodactylus trachyrhynchus,0,0.47,0.289,0,0,0.241,0,Herbivorous
Rhampholeon boulengeri,0.001,0,0.004,0.939,0,0.056,0,Scansorial
Rhampholeon gorongosae,0.001,0,0.006,0.905,0,0.088,0,Scansorial
Rhampholeon marshalli,0.001,0,0.007,0.896,0,0.096,0,Scansorial
Rhampholeon nchisiensis,0,0,0,0,0,0.225,0.775,Terrestrial
Rhampholeon spectrum,0.001,0,0.004,0.944,0,0.052,0,Scansorial
Rhampholeon spinosus,0,0,0,0.993,0,0.007,0,Scansorial
Rhampholeon temporalis,0,0,0,0.997,0,0.003,0,Scansorial
Rhampholeon tilburyi,0.001,0,0.006,0.909,0,0.083,0,Scansorial
Rhampholeon uluguruensis,0,0,0,0,0,0.159,0.841,Terrestrial
Rhinogekko misonnei,0,0,0.44,0,0,0.117,0.443,Terrestrial
Rhoptropella ocellata,0,0,0,0.949,0.003,0,0.048,Scansorial
Rhoptropus afer,0,0,0,0,0,0.159,0.841,Terrestrial
Rhoptropus barnardi,0,0,0,0.967,0.002,0,0.031,Scansorial
Rhoptropus boultoni,0.001,0,0.006,0.914,0,0.079,0,Scansorial
Rhoptropus bradfieldi,0.001,0,0.005,0.93,0,0.064,0,Scansorial
Rhynchoedura ornata,0,0,0.446,0,0,0.025,0.529,Terrestrial
Riama achlyens,0,0,0,0,0,0.29,0.71,Terrestrial
Riama aurea,0,0,0.001,0.981,0,0.017,0,Scansorial
Riama columbiana,0,0,0,0,0.84,0.16,0,Fossorial
Riama kiziriani,0.001,0,0.003,0.96,0,0.037,0,Scansorial
Riama oculata,0.002,0,0.01,0.84,0,0.147,0,Scansorial
Riama unicolor,0,0,0,0,0.935,0.065,0,Fossorial
Riama vespertina,0,0,0,0,0,0.219,0.781,Terrestrial
Rieppeleon brachyurus,0,0,0,0.997,0,0.003,0,Scansorial
Rieppeleon brevicaudatus,0.002,0,0.007,0.889,0,0.103,0,Scansorial
Rieppeleon kerstenii,0.001,0,0.006,0.905,0,0.088,0,Scansorial
Riolama inopinata,0,0,0,0,0,0.092,0.908,Terrestrial
Ristella beddomii,0,0,0,0.001,0,0.06,0.938,Terrestrial
Ristella guentheri,0,0,0,0.001,0,0.06,0.938,Terrestrial
Ristella rurkii,0,0,0,0,0,0.103,0.897,Terrestrial
Ristella travancorica,0,0,0,0.001,0,0.06,0.938,Terrestrial
Rondonops biscutatus,0,0,0,0,0,0.211,0.789,Terrestrial
Rondonops xanthomystax,0,0,0,0,0,0.215,0.785,Terrestrial
Saara asmussi,0,0.446,0,0,0,0.539,0.016,Large
Saara hardwickii,0,0.452,0,0,0,0.518,0.03,Large
Saara loricata,0,0.44,0,0,0,0.559,0.001,Large
Saiphos equalis,0,0,0.025,0,0.95,0.025,0,Fossorial
Salea anamallayana,0.004,0,0.017,0.743,0,0.237,0,Scansorial
Salea horsfieldii,0.003,0,0.014,0.792,0,0.192,0,Scansorial
Saltuarius cornutus,0,0,0.861,0,0,0.139,0,Nocturnal
Saltuarius eximius,0,0,0.921,0,0,0.079,0,Nocturnal
Saltuarius kateae,0,0,0.939,0,0,0.061,0,Nocturnal
Saltuarius moritzi,0,0,0.941,0,0,0.059,0,Nocturnal
Saltuarius salebrosus,0,0,0.883,0,0,0.116,0,Nocturnal
Saltuarius swaini,0,0,0.896,0,0,0.104,0,Nocturnal
Saltuarius wyberba,0,0,0.941,0,0,0.059,0,Nocturnal
Salvator merianae,0,0.301,0,0,0,0.699,0,Large
Salvator rufescens,0,0.247,0,0,0,0.753,0,Large
Saproscincus challengeri,0,0,0,0,0,0.155,0.845,Terrestrial
Saproscincus mustelinus,0,0,0,0,0,0.188,0.812,Terrestrial
Saproscincus rosei,0,0,0,0,0,0.192,0.808,Terrestrial
Saproscincus spectabilis,0,0,0.001,0.983,0,0.015,0,Scansorial
Saurodactylus brosseti,0,0,0,0.012,0,0.024,0.965,Terrestrial
Saurodactylus fasciatus,0,0,0.382,0,0,0,0.618,Terrestrial
Saurodactylus mauritanicus,0,0,0,0.005,0,0.048,0.947,Terrestrial
Sauromalus ater,0,0.574,0,0,0,0.426,0,Herbivorous
Sauromalus hispidus,0,0.489,0,0,0,0.51,0,Large
Sauromalus klauberi,0,0.619,0,0,0,0.381,0,Herbivorous
Sauromalus slevini,0,0.554,0,0,0,0.446,0,Herbivorous
Sauromalus varius,0,0.473,0,0,0,0.527,0,Large
Scelarcis perspicillata,0,0,0.002,0.965,0,0.032,0,Scansorial
Sceloporus adleri,0.002,0,0.009,0.861,0,0.128,0,Scansorial
Sceloporus aeneus,0,0.562,0,0,0,0.135,0.303,Herbivorous
Sceloporus albiventris,0.003,0,0.015,0.775,0,0.207,0,Scansorial
Sceloporus angustus,0,0.559,0.342,0,0,0.099,0,Herbivorous
Sceloporus arenicolus,0,0,0,0,0,0.26,0.74,Terrestrial
Sceloporus bicanthalis,0,0,0,0,0,0.232,0.767,Terrestrial
Sceloporus bimaculosus,0,0,0,0,0,0.416,0.584,Terrestrial
Sceloporus cautus,0,0,0,0,0,0.314,0.686,Terrestrial
Sceloporus chrysostictus,0,0,0,0,0,0.232,0.767,Terrestrial
Sceloporus clarkii,0,0.736,0,0,0,0.264,0,Herbivorous
Sceloporus consobrinus,0,0,0,0,0,0.287,0.713,Terrestrial
Sceloporus couchii,0.001,0,0.007,0.9,0,0.092,0,Scansorial
Sceloporus cowlesi,0.002,0,0.01,0.84,0,0.147,0,Scansorial
Sceloporus cozumelae,0,0,0,0,0,0.227,0.773,Terrestrial
Sceloporus cyanogenys,0.005,0,0.021,0.676,0,0.298,0,Scansorial
Sceloporus cyanostictus,0.002,0,0.011,0.838,0,0.149,0,Scansorial
Sceloporus dugesii,0,0,0,0,0,0.312,0.688,Terrestrial
Sceloporus exsul,0,0,0,0,0,0.244,0.756,Terrestrial
Sceloporus gadoviae,0.002,0,0.01,0.854,0,0.134,0,Scansorial
Sceloporus graciosus,0.003,0,0.012,0.812,0,0.173,0,Scansorial
Sceloporus grammicus,0.002,0,0.011,0.838,0,0.149,0,Scansorial
Sceloporus grandaevus,0,0.871,0,0,0,0.129,0,Herbivorous
Sceloporus horridus,0.004,0,0.017,0.736,0,0.243,0,Scansorial
Sceloporus hunsakeri,0,0,0.943,0,0,0.057,0,Nocturnal
Sceloporus jalapae,0,0,0,0,0,0.232,0.767,Terrestrial
Sceloporus jarrovii,0.003,0,0.015,0.764,0,0.217,0,Scansorial
Sceloporus licki,0.003,0,0.013,0.796,0,0.188,0,Scansorial
Sceloporus lundelli,0.003,0,0.014,0.78,0,0.203,0,Scansorial
Sceloporus macdougalli,0.002,0,0.012,0.822,0,0.164,0,Scansorial
Sceloporus magister,0.004,0,0.021,0.685,0,0.29,0,Scansorial
Sceloporus malachiticus,0.003,0,0.014,0.785,0,0.198,0,Scansorial
Sceloporus megalepidurus,0.001,0,0.004,0.942,0,0.054,0,Scansorial
Sceloporus merriami,0.002,0,0.007,0.891,0,0.1,0,Scansorial
Sceloporus minor,0,0.853,0,0,0,0.147,0,Herbivorous
Sceloporus mucronatus,0,0.79,0,0,0,0.21,0,Herbivorous
Sceloporus nelsoni,0.002,0,0.008,0.884,0,0.107,0,Scansorial
Sceloporus occidentalis,0.003,0,0.014,0.782,0,0.2,0,Scansorial
Sceloporus olivaceus,0.004,0,0.018,0.722,0,0.256,0,Scansorial
Sceloporus orcutti,0.004,0,0.017,0.738,0,0.241,0,Scansorial
Sceloporus parvus,0,0,0,0,0,0.19,0.81,Terrestrial
Sceloporus poinsettii,0,0.746,0,0,0,0.254,0,Herbivorous
Sceloporus pyrocephalus,0.002,0,0.009,0.859,0,0.13,0,Scansorial
Sceloporus samcolemani,0,0,0,0,0,0.229,0.771,Terrestrial
Sceloporus scalaris,0,0,0,0,0,0.285,0.715,Terrestrial
Sceloporus serrifer,0.004,0,0.016,0.748,0,0.232,0,Scansorial
Sceloporus siniferus,0,0.551,0,0,0,0.174,0.275,Herbivorous
Sceloporus slevini,0,0,0,0,0,0.26,0.74,Terrestrial
Sceloporus spinosus,0.004,0,0.018,0.718,0,0.26,0,Scansorial
Sceloporus squamosus,0.001,0,0.005,0.921,0,0.073,0,Scansorial
Sceloporus stejnegeri,0.003,0,0.013,0.796,0,0.188,0,Scansorial
Sceloporus teapensis,0.002,0,0.008,0.877,0,0.113,0,Scansorial
Sceloporus torquatus,0,0.74,0,0,0,0.26,0,Herbivorous
Sceloporus tristichus,0.003,0,0.013,0.794,0,0.19,0,Scansorial
Sceloporus undulatus,0.003,0,0.013,0.805,0,0.179,0,Scansorial
Sceloporus uniformis,0.004,0,0.02,0.69,0,0.285,0,Scansorial
Sceloporus utiformis,0.002,0,0.011,0.826,0,0.16,0,Scansorial
Sceloporus variabilis,0.002,0,0.01,0.849,0,0.139,0,Scansorial
Sceloporus virgatus,0.002,0,0.008,0.872,0,0.117,0,Scansorial
Sceloporus woodi,0,0,0,0,0,0.244,0.756,Terrestrial
Sceloporus zosteromus,0,0,0.846,0,0,0.154,0,Nocturnal
Scelotes limpopoensis,0,0,0,0.082,0.868,0.049,0,Fossorial
Scincella assatus,0,0,0,0,0,0.146,0.854,Terrestrial
Scincella cherriei,0,0,0,0,0,0.204,0.796,Terrestrial
Scincella devorator,0,0,0.001,0.981,0,0.017,0,Scansorial
Scincella doriae,0,0,0,0,0,0.165,0.835,Terrestrial
Scincella huanrenensis,0,0,0,0,0,0.178,0.822,Terrestrial
Scincella lateralis,0,0,0,0,0,0.165,0.835,Terrestrial
Scincella reevesii,0,0,0,0,0,0.171,0.829,Terrestrial
Scincella rufocaudatus,0,0,0,0,0,0.126,0.874,Terrestrial
Scincella silvicola,0,0,0,0.995,0,0.005,0,Scansorial
Scincella vandenburghi,0,0,0,0,0,0.14,0.86,Terrestrial
Scincopus fasciatus,0,0,0,0,0.716,0.284,0,Fossorial
Scincus albifasciatus,0,0.225,0,0,0.584,0.191,0,Fossorial
Scincus mitranus,0,0.221,0,0,0.582,0.197,0,Fossorial
Scincus scincus,0,0.101,0,0,0.695,0.204,0,Fossorial
Scriptosaura catimbau,0,0,0,0.049,0.881,0,0.07,Fossorial
Sepsophis punctatus,0,0,0,0,0.85,0.15,0,Fossorial
Shinisaurus crocodilurus,0.995,0,0,0.005,0,0,0,Aquatic
Sigaloseps deplanchei,0,0,0,0,0,0.097,0.903,Terrestrial
Silvascincus murrayi,0.003,0,0.013,0.794,0,0.19,0,Scansorial
Sitana bahiri,0,0,0,0,0,0.165,0.835,Terrestrial
Sitana devakai,0,0,0,0,0,0.142,0.858,Terrestrial
Sitana fusca,0,0,0,0,0,0.153,0.847,Terrestrial
Sitana ponticeriana,0,0.542,0,0,0,0.203,0.254,Herbivorous
Sitana schleichi,0,0,0,0,0,0.103,0.897,Terrestrial
Sitana sivalensis,0,0,0,0.969,0.002,0,0.029,Scansorial
Smaug breyeri,0.005,0,0.022,0.662,0,0.311,0,Scansorial
Smaug giganteus,0,0,0,0,0,0.565,0.435,Large
Smaug regius,0.005,0,0.022,0.662,0,0.311,0,Scansorial
Smaug vandami,0.005,0,0.022,0.662,0,0.311,0,Scansorial
Smaug warreni,0.005,0,0.024,0.639,0,0.332,0,Scansorial
Sphaerodactylus altavelensis,0,0,0,0.016,0,0.007,0.976,Terrestrial
Sphaerodactylus argus,0,0,0,0.845,0.009,0,0.146,Scansorial
